5.306263 0.000000
212124867148437203714048.000000 -1373794690041038759788544.000000
-29028424213041643325470832421104402586107117568.000000 -662196452627941995005388625353039900660081885184.000000
-5103539137850030224165298879586296445173299004898546586799139417227264.000000 -50572888004681748582805622329237175037249900782838655070011283870842880.000000
-194313404635120729564279493734210531469309000345549173188273828934438901352580475311508946944.000000 2044238541391324738538287363051660397645516092809413794741548468181393737551850688691581222912.000000
34979504860026545023994138538287180581353434687444301979278020894692172048171674339578385840959308948121563734999040.000000 737091161679987146459580140881079293058362222611206080647893610771116006381286039871342363618846693198742615247290368.000000
5500104838135615230889150001608700628941656628729475489872702582310145242518101106685220158643696110803092254732002563474810266390932488192.000000 50833531180811614857973794242466450939488426798378495729808852920084263015582564834318833390242088650572901369036633376823382146355461881856.000000
170244391403070807385817123251602190781943641442647243802606007053097141247351262777981915065396718786594222433765338483881937393166209186693932240246172840624128.000000 -2812407306562573229407280410624905435807098671386411581535949290895936559161069328873566801500789944137347397075783727712924234700507367173545424595855487447072768.000000
-41550116153608557826018538198448714809821708711504194022341091345017372688262358684189781851972660790571431442904776336191426236971140738114113132212543835137541861954913857690612531200.000000 -815410824775451538020987727750379852980331900228032157685911356258056030597503913404008784786304601070273504168669045424956847818133136859664404387354070546315599443789698636247424040960.000000
-5891284105907109079250329218895709477271546914681424415436911659212239720585749040216208160977848794726122539902851173795090380191307674015775858081605232407706246487004139334367418022032302292929587078758400.000000 -50395271055680995972415376472219541206062920098115355950332699309739058571717154756642889163750680029838952307288320971449735397806758422923839420903108593024056017409814783199954063112822305411607678437818368.000000
-139079191040801309387208152083358385138132944741559655123171935458655740929213996031335749409618566098691491888155694235532069426053592397622582777667789798286857938545303887830414924273350697772789203299451352877238012798581080064.000000 3685621168426674743673955014516283401629148657891495026234024851882769561359867699288762862493924318538983753902458861801171139604395795746675012304580169962986147006371516826766281881028479610190749059566558114821302307416728141824.000000
48761618210116213781518636261011787543548176698480956255363799048131882442094557414225027023860196354223970856645915023492227145434811491801755995919464569299534736781233435874901204781175985673117913618850974039860899988612988000566811843669059382018048.000000 896655084245460782015506321896571695068384830024052120778251454876912810852986324501869817990209340035529586862420416955602576296614138442067485907233564109542320994248786570533101216803343105913006303882882018977223634922974996452041488734198811563393024.000000
6270289253791991431106984342666048961816363783359019668831792885593596399175454889533103837627593987377249651615566665154096704208681413800078410654894095925942727632473659465190594694798466147923747509436286649411398070007872321398335341649126003824132377076709104705245020160.000000 49131306136300798086562311233784967853183324536683422318330738008950611082246515890308147810416304896863911673311210673272864704635377983207516532991243661532421558599856421746439816979681689997621465665071761812563364532294542616061569711388818692880958618347167459235917201408.000000
99923771372862874607482163178719142280818750445212596824049891314311557862040353154030119217606944911280530663063350036519691847049248774790172986797649957219585871767936179740966382059341845759939578869190541695110389205084373636010569393014655353124592053447643410443689716892924751116527952986112.000000 -4671049059773161720722576101392684054474730528998392840130059572877460458562935486482530324935732465466081766055410673484151305108644126848726834195006803612430022206601725984875216011523771965214380995688090258879916984573257263807504914213035180236585883579965956425621458718293645524591684620386304.000000
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
