4.231899 0.000000
-30.738916 591.807259
-290.863013 -10270.101633
9301.352190 39654.326698
-78117.665307 1221719.850753
-524798.474884 -23666032.898976
20683065.979554 115830027.609105
-194709741.488295 2478270424.834998
-877505562.472686 -54100215467.077316
45618614039.658257 318946021918.604797
-477659853068.289246 4918820207683.907227
-1270999650456.523682 -122709056617363.265625
99759113024115.906250 844353778919145.250000
-1156108752910326.250000 9490084379604144.000000
-1241857067441491.000000 -276175551498951456.000000
216169813341312672.000000 2172466923921731072.000000
-2765573132686330368.000000 17608368821153935360.000000
897725700217595904.000000 -616735649000362475520.000000
463791247354320912384.000000 5468513355401821945856.000000
-6546834130864291446784.000000 30816295460407395483648.000000
10379108892928789970944.000000 -1366274590734827762221056.000000
984153727417488513171456.000000 13525055517264318889459712.000000
-15351265755239981695107072.000000 48828212069123242915266560.000000
42133683343396848789356544.000000 -3001666513653475030849290240.000000
2062400370102165681624580096.000000 32963860162271531090424365056.000000
-35679714358428585557672067072.000000 62484795094093771340664274944.000000
136665578191619950367045844992.000000 -6536778577860420158922476748800.000000
4259564629029928416260965531648.000000 79335705281189903475053923663872.000000
-82238525551015133583634761515008.000000 32018484723667084443877814304768.000000
400070771570851534169006246199296.000000 -14100973724992601963440360438890496.000000
8645438084373768415674818065596416.000000 188835837434676457764884498410897408.000000
-188039392353650109865520316840673280.000000 -174812369345556466532686318509490176.000000
1103145501766590933869613890412740608.000000 -30103552066255619337072015435334942720.000000
17171542570882399102119544412748906496.000000 445004839831425029968549816698081902592.000000
-426603948089200482248810643480083693568.000000 -950243530286645584343044741664430096384.000000
2923207461770886349364888656724778549248.000000 -63522121372119535261396233331978700587008.000000
33161285402099443112104467360769472724992.000000 1039111282468732426629541608261811024429056.000000
-960355114064724897369715806017822186799104.000000 -3384735569129694918610653581823968272187392.000000
7526663526899377668415904211693889243840512.000000 -132259041715911469568061917581264421342150656.000000
61612448728720947130252098137374309050482688.000000 2405647671891046768062156820824567052943491072.000000
-2145090162876388202216397777228084817191501824.000000 -10384392147610607909835767851152888375537565696.000000
18956843048865132811802278381254871501603078144.000000 -271069551479777019797054060290280696733824450560.000000
