5.183569 0.000000
10.954413 -8.914136
20.838778 -56.723962
33.596192 -195.381147
38.362746 -543.609430
-4.922085 -1325.756176
-211.530401 -2899.585251
-869.399187 -5661.505813
-2622.165753 -9507.914657
-6758.110338 -12030.154792
-15521.138686 -3564.980322
-31988.353008 44746.588274
-58006.563900 206811.354951
-86081.233439 651459.244233
-75360.527061 1724672.102636
109523.276094 4049091.726254
837491.644855 8535690.869894
2994489.651532 15938360.148360
8490088.345782 24913686.200641
20988901.694052 26036589.315820
46482644.564175 -13841636.646204
92071054.822113 -187939137.805001
157966253.045463 -725362825.771192
209766295.596935 -2130797241.107603
101043187.390318 -5397835469.043362
-615929704.936104 -12215956546.444157
-3105117715.773718 -24784522838.364338
-10059129244.115742 -43997737520.730568
-27069229355.870647 -62699525557.768570
-64375556766.100212 -46204456676.657646
-137451669861.852905 116480382516.503632
-260772994017.894348 721933050136.472900
-418577720690.770935 2471580873902.710938
-472292101639.275391 6854947699171.123047
85295139067.662109 16679021707772.296875
2708565025493.366211 36399802144184.171875
11021600368203.441406 70891428420005.031250
33107945218710.773438 118596473975501.984375
85108357886425.640625 148700541569896.625000
195039777692224.500000 38733436624815.937500
401046030233301.062500 -575628718500405.125000
725018729121438.000000 -2625026425051999.500000
1069823389930370.500000 -8230759812224190.000000
916155550930877.500000 -21729937427467504.000000
-1447495117406607.750000 -50903386101354064.000000
-10671646233142798.000000 -107067657988586592.000000
-37898890430775568.000000 -199358934495258976.000000
-107093499947057184.000000 -310120900267952192.000000
-264123578674788672.000000 -319319656315729152.000000
-583670420861134464.000000 192492583151452032.000000
-1153271178157457664.000000 2401007874475118080.000000
-1971535668493311488.000000 9188984699062207488.000000
-2597374222146656768.000000 26892908689710403584.000000
-1173771974209612032.000000 67956636964043415552.000000
7953518247975990272.000000 153460980385569079296.000000
39445164741347368960.000000 310619713233191763968.000000
127141564325188321280.000000 549621865167270051840.000000
341153587153240784896.000000 778222743190183346176.000000
809504068162981462016.000000 555963460752583622656.000000
1724607581025608400896.000000 -1519797025089915977728.000000
